aabcfn_nft,aabcfn_ft,ampfe_nft,ampfe_ft,cafn_nft,cafn_ft,cffn_nft,cffn_ft,ckfe_nft,ckfe_ft,cmqfe_nft,cmqfe_ft,cmqgfe_nft,cmqgfe_ft,cpffn_nft,cpffn_ft,ctcfe_nft,ctcfe_ft,cvffe_nft,cvffe_ft,cvfn_nft,cvfn_ft,sub_cffn_nft,sub_cffn_ft,sub_cle_nft,sub_cle_ft,sub_cqfe_nft,sub_cqfe_ft,uvfe_nft,uvfe_ft,
32,2.894247731390189e-06,3.6676540097308183e-06,0.003975110142095174,0.003758760456508077,0.028912100632245773,0.02884015037017186,0.02875906689050576,0.028256109482396246,0.004802528903417313,0.004792697208498176,0.0007347510615781769,0.0010427015267576941,0.0027514794080706504,0.002462048962052655,0.0002691557303564186,0.000237344017292911,0.00018941231087423135,0.00019290082177940242,0.027675188156836606,0.00027842722654068544,0.0002567016387449393,0.00027842722654068544,-1593015572.573492,0.00042312791551052186,0.0001612829301616731,0.00020539787274341233,7.179845344431208e-05,4.3159994680263934e-05,6.587057334483669e-05,6.115903966899822e-05,
33,3.1428520347864534e-06,4.367336231990755e-06,0.004435006538536105,0.004360156813324366,0.03166935029082992,0.0320376486868109,0.03151182743717421,0.03131919855684209,0.005272750616797583,0.0052532084328263985,0.0008111147169768026,0.0011480508796460032,0.0030193012384910705,0.0027820645110992,0.00029941859477662614,0.0002780123235791531,0.00020532884467613666,0.0002106291681608014,0.030384573335951157,0.0003056488007729079,0.0002870440406188345,0.0003056488007729079,-1593015592.0169175,0.0004653123558041714,0.00018240583610005295,0.00023061274925173544,7.19267483705448e-05,4.555367545179761e-05,7.34321619255904e-05,6.765362048625547e-05,
34,3.4108420039644457e-06,5.24600736299285e-06,0.004936984084053741,0.005074403251434009,0.034555094706025066,0.0353882347074645,0.03444081027039035,0.03455187591753435,0.0057747370904200615,0.005741238240183671,0.0008925122306691214,0.0012582847556640152,0.0032977077904737073,0.003241483448753974,0.0003308718746663449,0.0003256361082531072,0.00022162642193514085,0.00022939227698191112,0.033271960540644456,0.0003324973728007112,0.0003169943483226204,0.0003324973728007112,-1593015616.5882862,0.0005050811949002097,0.00020584104680005999,0.0002597323239706833,6.800742967227277e-05,4.8136589663845104e-05,8.119834239173926e-05,7.43548199887184e-05,
35,3.6980414707480553e-06,6.3548067076282295e-06,0.005484308674709834,0.005925212930960979,0.03756310766554352,0.03887550930191507,0.03756310766550739,0.03795636970381933,0.0063099648190829034,0.006257452319200691,0.0009791902292319674,0.0013726454572560338,0.0035848500063919075,0.0040064443484385285,0.0003629036525004335,0.0003811679467476192,0.00023819277661052662,0.00024921897792012227,0.036345101606502284,0.00035823448967407275,0.00034520679723499143,0.00035823448967407275,-1593015647.4616492,0.000540827782280331,0.00023181510285441394,0.00029361920762927874,5.8570617852879905e-05,5.091801115534431e-05,8.904072793992683e-05,8.121322148450734e-05,
36,4.0041190738050485e-06,7.713902493631587e-06,0.006080427268802908,0.006941201660941884,0.040685845329872246,0.04248070587344156,0.0409010431084314,0.041534932918806444,0.006879979634067122,0.006802533208700819,0.0010713688153573897,0.001490056130958138,0.0038784639835722995,0.005446952897025831,0.00039446762976799043,0.0004456611719605272,0.0002548971751958091,0.00027013811229614266,0.03961211903387789,0.00038197133854187633,0.00036993879655432185,0.00038197133854187633,-1593015685.9906754,0.0005707983898317436,0.0002605799869455324,0.00033338334213585754,4.18264093332252e-05,5.3905167655376405e-05,9.680034336366414e-05,8.817509529004382e-05,
37,4.328724409875565e-06,9.06461888087233e-06,0.006728968384642952,0.00815683459252909,0.04391438430906623,0.046182882986123504,0.04448355799254648,0.04528981367078281,0.007486400770387415,0.007377191754427639,0.0011692556901194617,0.0016090097808114851,0.0041758478958336025,0.008369455948314416,0.00042365971779957326,0.0005202779819077377,0.00027158902790478306,0.00029217853306311864,0.043081526993181386,0.0004026518650872836,0.00038897874244838755,0.0004026518650872836,-1593015733.7248673,0.0005931440695006997,0.0002924171742998963,0.00038047645527778534,1.561727481176235e-05,5.710340360941145e-05,0.00010428398199226515,9.518306827701813e-05,
38,4.671567876185842e-06,9.390809407066792e-06,0.007433742547432495,0.009613532865146478,0.04723835973954184,0.04995915408889007,0.04834799437102574,0.04922323159665929,0.008130925066234793,0.00798218043386509,0.0012730523524938499,0.0017274051721574582,0.004473845807181491,0.014495419721932499,0.000446549439741287,0.0006062980169562621,0.00028809645267668314,0.00031536910479795083,0.0467622523283318,0.0004190348171726255,0.00039956469224346664,0.0004190348171726255,-1593015792.4264433,0.0006059931105251738,0.00032764243718714863,0.00043683596055187556,-2.263432359920783e-05,6.0516334570130004e-05,0.00011126032247169426,0.00010217686253574231,
39,5.032454354175425e-06,8.340364877076778e-06,0.008198742691847635,0.011360960468926823,0.05064590336087008,0.05378494995651647,0.05254244725867353,0.053337359447944696,0.00881533130364344,0.008618308701288251,0.0013829571115172546,0.001842293650338867,0.004768840391311502,0.02742711978996508,0.0004525835386722559,0.0007051274350180121,0.00030422479200045764,0.00033973870369436094,0.0506636555584586,0.00042967468346487764,0.00039829310026537,0.00042967468346487764,-1593015864.0878785,0.0006075475914164672,0.00036661154526557437,0.0005051122497297672,-7.598339126596912e-05,6.414599223069034e-05,0.00011745579841261661,0.00010909409069620296,
40,5.411288043914932e-06,6.939128943756074e-06,0.009028144525893188,0.013458512739852069,0.0541235815925701,0.05763430897480408,0.05712894883745757,0.057634308974454256,0.00954148469955749,0.009286460529773784,0.0014991666666665897,0.0019494674513838863,0.005056756763423644,0.05456099031244559,0.00037366036974247833,0.0008183085123619843,0.00031975508255815786,0.00036531621755737524,0.0547955518779393,0.0004329014968127948,0.0003810167716153701,0.0004329014968127948,-1593015950.950109,0.0005962078391027111,0.0004097270323627416,0.0005890415185426886,-0.00014802523921530382,6.799295973526566e-05,0.00012255021393396364,0.00011587109466718496,
41,5.808062934911507e-06,5.655974655547092e-06,0.009926306860767908,0.01597702884291355,0.05765633361090254,0.06148019001923381,0.062187887708569436,0.062116120369745925,0.010311341556631702,0.009987614361416026,0.0016218769878431362,0.002042744383279017,0.005333079795635448,0.11081237577698044,nan,0.0009475297977270896,0.0003344424776874402,0.0003921305457989542,0.059168232154860265,0.00042679947214677356,0.0003427311446382523,0.00042679947214677356,-1593016055.5214002,0.0005707289375279216,0.000457446235712317,0.0006941076448897758,-0.00024296401332270202,7.205649727362807e-05,0.00012617209813268587,0.00012244381400029167,
42,6.222848112982614e-06,4.537437630745927e-06,0.010897771910782669,0.019000751247088547,0.06122740942566275,0.06529480241353192,0.06782429630603323,0.06678475465115259,0.011126954083273312,0.010722865723877076,0.0017512838286386611,0.0021126126430926558,0.0055928874094296754,0.22574687224692677,nan,0.0010946368478910648,0.0003480146226631852,0.00042021059943456255,0.06379248392798707,0.0004091844486725098,0.00027744796611779894,0.0004091844486725098,-1593016180.5968728,0.0005304137705183527,0.0005102908574023808,0.0008286979436007838,-0.00036568723467965663,7.633465820914995e-05,0.00012789379151221915,0.00012874866975898195,
